Date,Open,High,Low,Close,Adj Close,Volume
2016-05-12,1214.800049,1219.800049,1191.000000,1196.849976,1134.891113,42346
2016-05-13,1182.000000,1208.000000,1182.000000,1186.449951,1125.029419,27977
2016-05-16,1195.000000,1210.000000,1190.050049,1194.650024,1132.804932,24827
2016-05-17,1194.000000,1206.400024,1184.000000,1192.750000,1131.003418,26891
2016-05-18,1190.000000,1225.900024,1190.000000,1220.800049,1157.601196,43608
2016-05-19,1220.000000,1235.000000,1210.000000,1227.050049,1163.527588,25302
2016-05-20,1220.050049,1240.000000,1220.050049,1233.150024,1169.312012,42457
2016-05-23,1243.000000,1258.000000,1236.000000,1252.699951,1187.849487,94824
2016-05-24,1250.000000,1251.800049,1216.150024,1225.800049,1162.342407,41053
2016-05-25,1230.500000,1248.000000,1220.099976,1234.699951,1170.781738,34310
2016-05-26,1232.000000,1265.050049,1225.250000,1258.699951,1193.538940,66294
2016-05-27,1265.000000,1265.000000,1241.099976,1248.900024,1184.246582,92226
2016-05-30,1220.000000,1291.099976,1201.000000,1276.800049,1210.702271,85318
2016-05-31,1268.000000,1275.000000,1245.000000,1263.400024,1197.995972,22541
2016-06-01,1264.000000,1292.000000,1258.000000,1288.050049,1221.369873,69058
2016-06-02,1278.099976,1313.650024,1278.099976,1305.949951,1238.343384,72275
2016-06-03,1310.000000,1365.000000,1310.000000,1358.949951,1288.599243,183594
2016-06-06,1365.000000,1386.000000,1338.500000,1365.099976,1294.431152,72141
2016-06-07,1374.000000,1423.750000,1331.099976,1360.250000,1289.832275,385335
2016-06-08,1364.000000,1412.500000,1345.449951,1402.449951,1329.847412,88297
2016-06-09,1367.550049,1409.750000,1360.099976,1380.849976,1309.365723,117004
2016-06-10,1377.000000,1400.000000,1367.099976,1389.900024,1317.947266,97552
2016-06-13,1381.650024,1391.000000,1370.000000,1389.699951,1317.757446,74249
2016-06-14,1375.150024,1388.199951,1352.300049,1367.699951,1296.896484,32167
2016-06-15,1365.050049,1392.000000,1357.550049,1389.400024,1317.473389,51899
2016-06-16,1352.449951,1393.000000,1352.449951,1380.949951,1309.460449,62355
2016-06-17,1385.000000,1415.000000,1370.400024,1385.150024,1313.442993,569556
2016-06-20,1381.800049,1392.000000,1363.150024,1385.050049,1313.348267,52698
2016-06-21,1390.000000,1390.000000,1364.099976,1369.349976,1298.460938,14105
2016-06-22,1369.500000,1392.949951,1366.500000,1383.650024,1312.020752,26590
2016-06-23,1374.000000,1385.000000,1361.050049,1375.250000,1304.055664,16738
2016-06-24,1350.000000,1389.000000,1330.000000,1384.250000,1312.589600,43011
2016-06-27,1383.000000,1391.050049,1361.050049,1384.400024,1312.732056,85707
2016-06-28,1372.000000,1388.849976,1370.050049,1384.300049,1312.637085,18870
2016-06-29,1380.050049,1387.500000,1372.900024,1378.300049,1306.947876,15429
2016-06-30,1379.949951,1387.000000,1371.000000,1384.400024,1312.732056,51398
2016-07-01,1387.000000,1388.650024,1358.550049,1367.250000,1296.469849,23187
2016-07-04,1384.900024,1388.400024,1350.099976,1357.099976,1286.845337,63882
2016-07-05,1362.000000,1380.000000,1360.000000,1366.000000,1295.284668,29150
2016-07-07,1356.000000,1369.800049,1341.000000,1349.199951,1279.353882,12819
2016-07-08,1363.000000,1365.000000,1342.050049,1357.599976,1287.319458,22461
2016-07-11,1372.000000,1394.000000,1360.599976,1389.400024,1317.473389,40408
2016-07-12,1370.000000,1419.000000,1370.000000,1406.750000,1333.925049,42854
2016-07-13,1392.250000,1427.750000,1392.250000,1418.900024,1345.445801,48344
2016-07-14,1420.000000,1424.000000,1410.150024,1420.150024,1346.631226,16166
2016-07-15,1424.800049,1424.800049,1400.000000,1415.400024,1342.127075,24395
2016-07-18,1400.599976,1431.000000,1400.599976,1419.150024,1345.682861,14881
2016-07-19,1402.599976,1484.849976,1402.599976,1467.250000,1391.293091,134789
2016-07-20,1480.000000,1554.900024,1475.000000,1538.300049,1458.664795,252956
2016-07-21,1538.949951,1564.900024,1520.000000,1553.000000,1472.603882,50336
2016-07-22,1542.250000,1592.949951,1535.099976,1581.750000,1499.865356,57054
2016-07-25,1577.000000,1581.900024,1506.650024,1519.000000,1440.364136,42748
2016-07-26,1519.000000,1535.000000,1487.000000,1523.449951,1444.583618,44206
2016-07-27,1511.000000,1546.349976,1502.250000,1510.300049,1432.114380,14076
2016-07-28,1529.000000,1544.000000,1514.000000,1535.800049,1456.294434,11037
2016-07-29,1520.650024,1570.000000,1520.650024,1566.699951,1485.594604,30912
2016-08-01,1580.000000,1580.000000,1530.099976,1544.349976,1464.401611,21794
2016-08-02,1533.000000,1569.900024,1530.000000,1559.699951,1478.956909,29461
2016-08-03,1540.000000,1566.250000,1506.000000,1521.400024,1442.639526,20098
2016-08-04,1534.699951,1541.550049,1465.000000,1493.349976,1416.041626,43889
2016-08-05,1513.000000,1532.500000,1500.000000,1524.949951,1446.005981,11516
2016-08-08,1519.000000,1605.900024,1519.000000,1579.500000,1497.731812,58468
2016-08-09,1595.000000,1619.000000,1575.000000,1588.349976,1506.123901,47855
2016-08-10,1590.000000,1602.000000,1526.199951,1554.750000,1474.263062,36609
2016-08-11,1568.000000,1600.000000,1546.000000,1594.599976,1512.050049,25953
2016-08-12,1615.000000,1626.000000,1533.300049,1557.949951,1477.297607,258494
2016-08-16,1578.400024,1582.000000,1530.000000,1541.500000,1461.699097,35828
2016-08-17,1550.000000,1570.000000,1528.000000,1534.000000,1454.587524,31753
2016-08-18,1539.849976,1557.000000,1535.050049,1543.750000,1463.832642,16935
2016-08-19,1549.849976,1555.000000,1530.000000,1538.250000,1458.617432,16254
2016-08-22,1532.000000,1552.000000,1510.000000,1522.449951,1443.635254,31038
2016-08-23,1529.949951,1529.949951,1486.150024,1504.250000,1426.377808,23193
2016-08-24,1510.000000,1550.000000,1510.000000,1533.300049,1453.923584,23180
2016-08-25,1544.699951,1551.000000,1525.099976,1540.250000,1460.513794,20620
2016-08-26,1531.099976,1555.000000,1528.400024,1542.900024,1463.026489,13360
2016-08-29,1549.800049,1549.800049,1528.000000,1541.800049,1461.983643,12326
2016-08-30,1548.000000,1561.699951,1538.150024,1557.199951,1476.586304,29959
2016-08-31,1559.949951,1567.500000,1534.199951,1547.750000,1467.625488,19368
2016-09-01,1554.500000,1585.000000,1535.099976,1569.849976,1488.581543,20749
2016-09-02,1576.800049,1658.500000,1548.599976,1636.500000,1551.781006,184668
2016-09-06,1640.000000,1668.900024,1625.099976,1644.750000,1559.604248,54267
2016-09-07,1646.000000,1669.900024,1607.150024,1616.900024,1533.195923,64412
2016-09-08,1603.099976,1660.000000,1603.099976,1635.900024,1551.212158,48396
2016-09-09,1646.000000,1670.000000,1590.099976,1602.849976,1519.873413,50054
2016-09-12,1585.000000,1624.949951,1580.150024,1616.349976,1532.674194,36268
2016-09-14,1616.000000,1644.599976,1601.150024,1624.300049,1540.212646,18535
2016-09-15,1633.849976,1633.849976,1607.099976,1622.349976,1538.363647,12672
2016-09-16,1634.699951,1761.000000,1625.050049,1682.099976,1595.020508,191449
2016-09-19,1705.000000,1832.000000,1684.050049,1729.699951,1640.156250,195331
2016-09-20,1735.000000,1760.300049,1691.000000,1697.699951,1609.813110,49338
2016-09-21,1708.000000,1727.900024,1679.000000,1694.750000,1607.015625,42421
2016-09-22,1720.000000,1750.000000,1701.050049,1739.550049,1649.496338,88724
2016-09-23,1740.000000,1774.000000,1717.949951,1762.199951,1670.973633,45549
2016-09-26,1765.550049,1850.300049,1755.599976,1829.000000,1734.315796,174164
2016-09-27,1845.000000,1851.900024,1792.500000,1807.199951,1713.644287,66962
2016-09-28,1808.000000,1852.599976,1790.000000,1844.849976,1749.345337,46047
2016-09-29,1855.000000,1856.000000,1762.250000,1812.449951,1718.622559,52384
2016-09-30,1694.300049,1765.000000,1647.000000,1661.250000,1575.249878,557779
2016-10-03,1700.000000,1720.000000,1665.000000,1678.449951,1591.559326,83486
2016-10-04,1693.099976,1697.800049,1655.650024,1671.199951,1584.684814,63604
2016-10-05,1666.250000,1696.349976,1660.099976,1668.300049,1581.935181,31351
2016-10-06,1682.800049,1682.800049,1650.000000,1663.849976,1577.715210,24012
2016-10-07,1677.900024,1679.449951,1650.000000,1658.750000,1572.879272,19760
2016-10-10,1672.650024,1710.000000,1640.000000,1695.599976,1607.821777,105868
2016-10-13,1695.000000,1695.000000,1662.000000,1669.949951,1583.499390,76837
2016-10-14,1678.800049,1714.650024,1669.449951,1696.650024,1608.817383,41448
2016-10-17,1702.000000,1750.000000,1682.000000,1734.400024,1644.613159,52247
2016-10-18,1743.800049,1763.000000,1734.000000,1747.500000,1657.034912,33304
2016-10-19,1735.400024,1752.000000,1671.750000,1684.150024,1596.964600,127255
2016-10-20,1699.800049,1703.500000,1645.000000,1654.099976,1568.469971,52111
2016-10-21,1655.000000,1675.000000,1645.000000,1659.000000,1573.116211,29686
2016-10-24,1671.699951,1680.000000,1664.000000,1675.099976,1588.383057,19346
2016-10-25,1680.000000,1684.000000,1660.000000,1663.650024,1577.525635,13193
2016-10-26,1674.000000,1674.000000,1652.000000,1662.449951,1576.387695,21000
2016-10-27,1669.800049,1669.800049,1588.000000,1618.400024,1534.618286,96150
2016-10-28,1629.949951,1715.000000,1611.150024,1631.900024,1547.419434,200619
2016-11-01,1662.000000,1671.099976,1642.000000,1662.900024,1576.814331,24545
2016-11-02,1662.949951,1662.949951,1630.050049,1636.650024,1551.923340,18644
2016-11-03,1640.000000,1650.000000,1610.150024,1618.449951,1534.665405,12990
2016-11-04,1607.000000,1642.000000,1565.000000,1577.400024,1495.740723,27317
2016-11-07,1580.000000,1614.000000,1548.949951,1565.050049,1484.030273,60310
2016-11-08,1593.949951,1604.000000,1572.150024,1592.300049,1509.869385,30033
2016-11-09,1484.000000,1670.900024,1455.000000,1654.750000,1569.086548,31991
2016-11-10,1637.099976,1684.500000,1635.000000,1643.099976,1558.039429,18806
2016-11-11,1639.800049,1680.000000,1566.599976,1643.550049,1558.466309,144178
2016-11-15,1611.550049,1760.500000,1611.550049,1648.650024,1563.301880,117900
2016-11-16,1655.000000,1679.949951,1635.900024,1649.500000,1564.108276,27006
2016-11-17,1655.000000,1661.599976,1602.000000,1617.050049,1533.338257,30345
2016-11-18,1610.000000,1654.000000,1610.000000,1641.199951,1556.237793,50096
2016-11-21,1644.000000,1650.000000,1583.000000,1617.699951,1533.954346,21960
2016-11-22,1634.000000,1693.900024,1618.000000,1677.699951,1590.848389,43430
2016-11-23,1697.800049,1719.699951,1670.000000,1702.150024,1619.825439,36703
2016-11-24,1705.349976,1739.699951,1684.900024,1722.099976,1638.810913,38908
2016-11-25,1724.000000,1743.949951,1688.050049,1691.650024,1609.833496,25714
2016-11-28,1690.050049,1728.000000,1686.000000,1692.150024,1610.309204,14187
2016-11-29,1686.550049,1724.699951,1686.550049,1712.099976,1629.294556,35042
2016-11-30,1724.699951,1726.199951,1691.000000,1699.849976,1617.636719,59770
2016-12-01,1700.000000,1715.000000,1652.000000,1679.099976,1597.890503,25416
2016-12-02,1705.000000,1710.000000,1671.000000,1679.699951,1598.461182,29162
2016-12-05,1681.000000,1712.000000,1681.000000,1702.949951,1620.586914,23627
2016-12-06,1710.000000,1738.000000,1690.000000,1690.800049,1609.024536,70074
2016-12-07,1700.000000,1708.000000,1666.000000,1675.250000,1594.226685,10451
2016-12-08,1680.000000,1689.000000,1666.199951,1680.449951,1599.174805,16014
2016-12-09,1665.000000,1696.000000,1665.000000,1675.349976,1594.321777,4887
2016-12-12,1668.449951,1690.000000,1586.050049,1623.949951,1545.407715,157322
2016-12-13,1625.000000,1673.550049,1619.599976,1639.750000,1560.443604,25510
2016-12-14,1640.000000,1660.000000,1600.050049,1609.349976,1531.513794,22697
2016-12-15,1618.000000,1649.000000,1595.000000,1632.599976,1553.639404,9109
2016-12-16,1638.000000,1638.000000,1593.000000,1601.949951,1524.471680,26306
2016-12-19,1623.800049,1640.000000,1607.150024,1632.800049,1553.829590,33996
2016-12-20,1630.000000,1649.000000,1620.599976,1632.000000,1553.068604,11297
2016-12-21,1643.949951,1643.949951,1624.000000,1639.849976,1560.538574,107109
2016-12-22,1631.000000,1638.949951,1592.000000,1607.599976,1529.848511,42489
2016-12-23,1600.000000,1640.000000,1590.400024,1601.199951,1523.758057,96041
2016-12-26,1594.949951,1594.949951,1532.250000,1546.099976,1471.322998,18666
2016-12-27,1565.000000,1624.900024,1519.000000,1607.550049,1529.801025,16043
2016-12-28,1645.000000,1650.000000,1592.000000,1612.699951,1534.701904,16722
2016-12-29,1617.949951,1643.699951,1604.099976,1627.800049,1549.071289,7154
2016-12-30,1628.000000,1640.000000,1615.250000,1628.650024,1549.880249,10304
2017-01-02,1626.000000,1639.000000,1610.250000,1622.250000,1543.789917,9913
2017-01-03,1635.000000,1669.500000,1622.000000,1655.150024,1575.098877,24497
2017-01-04,1655.150024,1679.000000,1648.650024,1667.349976,1586.708740,14271
2017-01-05,1670.900024,1670.900024,1655.000000,1661.949951,1581.569946,10540
2017-01-06,1664.900024,1669.000000,1655.000000,1659.900024,1579.619019,11179
2017-01-09,1669.000000,1689.000000,1661.699951,1681.199951,1599.888916,16158
2017-01-10,1696.150024,1719.000000,1675.050049,1683.750000,1602.315430,21579
2017-01-11,1673.050049,1699.000000,1671.000000,1692.699951,1610.832642,11839
2017-01-12,1690.000000,1699.500000,1671.300049,1683.250000,1601.839478,12347
2017-01-13,1678.000000,1697.000000,1670.250000,1686.849976,1605.265747,12666
2017-01-16,1663.000000,1683.000000,1658.050049,1667.449951,1586.803833,22349
2017-01-17,1668.800049,1684.900024,1650.250000,1666.050049,1585.471680,14502
2017-01-18,1653.199951,1700.000000,1648.500000,1654.250000,1574.242188,16450
2017-01-19,1640.000000,1665.000000,1640.000000,1654.500000,1574.480103,8304
2017-01-20,1654.000000,1658.000000,1639.000000,1645.500000,1565.915405,8646
2017-01-23,1631.050049,1654.000000,1630.550049,1643.050049,1563.584106,9722
2017-01-24,1633.000000,1660.449951,1633.000000,1651.849976,1571.958374,27253
2017-01-25,1655.000000,1658.000000,1625.000000,1646.599976,1566.962158,40990
2017-01-27,1640.000000,1666.849976,1635.050049,1659.900024,1579.619019,17898
2017-01-30,1659.900024,1685.000000,1633.550049,1656.599976,1576.478638,34486
2017-01-31,1655.000000,1675.000000,1644.099976,1668.349976,1587.660278,25421
2017-02-01,1667.000000,1705.000000,1647.099976,1694.750000,1612.783447,51808
2017-02-02,1686.300049,1798.699951,1686.300049,1770.500000,1684.869629,56804
2017-02-03,1768.000000,1834.000000,1750.050049,1811.750000,1724.124756,94644
2017-02-06,1834.000000,1834.000000,1788.050049,1818.900024,1730.928955,27089
2017-02-07,1822.000000,1845.000000,1790.000000,1816.000000,1728.169312,43206
2017-02-08,1814.900024,1840.000000,1803.099976,1831.199951,1742.634155,14051
2017-02-09,1820.050049,1839.000000,1805.099976,1812.199951,1724.552979,10691
2017-02-10,1814.000000,1846.000000,1773.250000,1830.449951,1741.920288,76093
2017-02-13,1829.699951,1870.000000,1822.000000,1847.349976,1758.003052,36178
2017-02-14,1845.000000,1886.949951,1836.000000,1874.250000,1783.602173,37722
2017-02-15,1861.099976,2019.000000,1861.099976,1977.000000,1881.382568,375039
2017-02-16,1979.000000,2024.000000,1933.849976,2010.199951,1912.976807,72835
2017-02-17,2010.199951,2026.849976,1986.000000,2001.500000,1904.697510,81569
2017-02-20,1990.800049,2077.300049,1990.800049,2035.349976,1936.910278,68310
2017-02-21,2020.500000,2045.650024,1975.550049,2000.050049,1903.317627,346789
2017-02-22,2006.900024,2038.000000,1985.000000,2022.550049,1924.729248,107908
2017-02-23,2006.150024,2098.000000,2006.150024,2076.850098,1976.403198,65409
2017-02-27,2077.899902,2185.000000,2075.000000,2154.750000,2050.535889,191498
2017-02-28,2121.000000,2184.000000,2121.000000,2141.550049,2037.974243,53551
2017-03-01,2154.350098,2162.000000,2132.000000,2144.149902,2040.448364,43868
2017-03-02,2144.000000,2160.000000,2084.199951,2142.100098,2038.497681,31306
2017-03-03,2123.000000,2150.000000,2123.000000,2138.949951,2035.499878,21328
2017-03-06,2128.000000,2155.000000,2090.000000,2110.199951,2008.140259,29713
2017-03-07,2103.949951,2119.850098,2039.250000,2048.600098,1949.519653,20724
2017-03-08,2048.000000,2064.949951,1955.250000,1974.750000,1879.241333,152272
2017-03-09,1980.000000,2022.949951,1960.150024,1977.949951,1882.286499,29279
2017-03-10,1994.949951,2010.000000,1966.000000,1977.750000,1882.096313,14067
2017-03-14,1981.000000,1998.000000,1915.250000,1930.500000,1837.131470,198150
2017-03-15,1945.949951,2000.000000,1895.650024,1927.500000,1834.276611,113577
2017-03-16,1930.000000,1970.000000,1930.000000,1953.500000,1859.019043,25813
2017-03-17,1960.000000,2060.000000,1960.000000,2021.800049,1924.015747,254898
2017-03-20,2030.000000,2134.000000,2022.250000,2105.300049,2003.477417,64693
2017-03-21,2119.949951,2169.000000,2085.000000,2134.149902,2030.932251,66877
2017-03-22,2124.800049,2179.000000,2107.050049,2170.350098,2065.381348,77300
2017-03-23,2179.949951,2218.949951,2165.000000,2185.000000,2079.322754,35429
2017-03-24,2199.000000,2224.000000,2166.000000,2203.899902,2097.308350,55736
2017-03-27,2205.000000,2226.850098,2190.199951,2211.300049,2104.350586,25358
2017-03-28,2211.199951,2227.949951,2191.000000,2207.199951,2100.448730,19660
2017-03-29,2194.000000,2195.949951,2099.000000,2150.800049,2046.776611,76979
2017-03-30,2193.949951,2196.949951,2131.300049,2172.750000,2067.665039,53826
2017-03-31,2173.000000,2224.000000,2154.050049,2204.899902,2098.259766,45532
2017-04-03,2207.050049,2235.000000,2154.050049,2163.350098,2058.719727,29458
2017-04-05,2164.000000,2240.750000,2160.050049,2207.949951,2101.162598,44851
2017-04-06,2206.000000,2206.000000,2177.050049,2199.899902,2093.501709,11292
2017-04-07,2195.000000,2211.899902,2162.050049,2202.000000,2095.500488,19838
2017-04-10,2204.000000,2210.000000,2127.000000,2141.600098,2038.021973,27510
2017-04-11,2120.000000,2170.000000,2102.000000,2127.100098,2024.222900,115252
2017-04-12,2122.550049,2170.000000,2107.000000,2141.899902,2038.307129,16412
2017-04-13,2135.350098,2151.000000,2104.000000,2110.649902,2008.568359,21885
2017-04-17,2110.699951,2165.000000,2085.000000,2152.149902,2048.061035,12001
2017-04-18,2128.350098,2151.949951,2070.000000,2086.949951,1986.014648,23951
2017-04-19,2070.000000,2094.000000,2050.000000,2075.699951,1975.308960,16764
2017-04-20,2058.699951,2400.000000,2053.600098,2138.399902,2034.976440,17619
2017-04-21,2121.000000,2139.899902,2061.000000,2068.300049,1968.266968,28409
2017-04-24,2088.000000,2088.000000,1999.000000,2021.699951,1923.920532,31358
2017-04-25,2007.099976,2038.699951,1978.000000,1984.800049,1888.805054,32781
2017-04-26,1990.000000,2027.000000,1940.050049,1957.150024,1862.492798,41592
2017-04-27,1960.000000,1964.900024,1897.000000,1924.000000,1830.945923,30548
2017-04-28,1924.900024,1991.449951,1903.500000,1971.400024,1876.053467,28710
2017-05-02,1982.000000,2018.949951,1958.000000,1992.199951,1895.847290,46460
2017-05-03,2005.000000,2010.000000,1961.050049,1990.550049,1894.277222,19690
2017-05-04,1990.550049,2001.000000,1955.000000,1962.650024,1867.726563,21046
2017-05-05,1956.000000,1974.000000,1915.000000,1931.800049,1838.368652,24807
2017-05-08,1935.199951,1937.900024,1897.400024,1918.599976,1825.807007,42772
2017-05-09,1924.800049,1924.800049,1897.050049,1907.599976,1815.338989,12937
2017-05-10,1920.000000,1935.949951,1901.300049,1906.349976,1814.149292,19311
2017-05-11,1902.500000,1935.849976,1894.050049,1923.800049,1830.755615,22813
2017-05-12,1923.800049,1928.949951,1881.000000,1892.550049,1801.017090,29355
2017-05-15,1905.000000,1952.400024,1881.050049,1916.099976,1823.427979,27342
2017-05-16,1916.000000,1927.000000,1891.800049,1916.000000,1823.332886,13506
2017-05-17,1911.199951,1930.000000,1891.300049,1903.050049,1811.009033,33548
2017-05-18,1890.000000,1930.000000,1883.050049,1916.699951,1823.999023,23504
2017-05-19,1928.500000,1930.000000,1865.150024,1889.349976,1797.971558,20169
2017-05-22,1885.000000,1897.500000,1865.300049,1884.050049,1792.928223,18434
2017-05-23,1879.949951,1879.949951,1818.000000,1835.349976,1746.583252,60229
